Date,Weekly_Sale,Category,Color,Material,Location
2018-04-16,514,HEEL_PUMP,GRAY,NBPU,2
2018-04-23,671,HEEL_PUMP,GRAY,NBPU,2
2018-04-30,227,HEEL_PUMP,GRAY,NBPU,1
2018-05-07,274,HEEL_PUMP,GRAY,NBPU,2
2018-05-14,424,HEEL_PUMP,GRAY,NBPU,1
2018-06-11,641,HEEL_PUMP,GRAY,NBPU,1
2018-07-02,157,HEEL_PUMP,GRAY,NBPU,1
2018-07-09,594,HEEL_PUMP,GRAY,NBPU,1
2018-07-23,117,HEEL_PUMP,GRAY,NBPU,3
2018-07-30,287,HEEL_PUMP,GRAY,NBPU,1
2018-08-13,187,HEEL_PUMP,GRAY,NBPU,1
2018-08-20,283,HEEL_PUMP,GRAY,NBPU,2
2018-09-03,227,HEEL_PUMP,GRAY,NBPU,2
2018-09-10,434,HEEL_PUMP,GRAY,NBPU,1
2018-09-17,127,HEEL_PUMP,GRAY,NBPU,2
2018-09-24,267,HEEL_PUMP,GRAY,NBPU,1
2018-10-01,666,HEEL_PUMP,GRAY,NBPU,2
2018-10-08,561,HEEL_PUMP,GRAY,NBPU,2
2018-10-15,760,HEEL_PUMP,GRAY,NBPU,2
2018-10-22,564,HEEL_PUMP,GRAY,NBPU,2
2018-10-29,594,HEEL_PUMP,GRAY,NBPU,3
2018-11-05,861,HEEL_PUMP,GRAY,NBPU,2
2018-11-12,566,HEEL_PUMP,GRAY,NBPU,2
2018-11-19,2083,HEEL_PUMP,GRAY,NBPU,1
2018-11-26,1137,HEEL_PUMP,GRAY,NBPU,2
2018-12-03,675,HEEL_PUMP,GRAY,NBPU,2
2018-12-10,2020,HEEL_PUMP,GRAY,NBPU,3
2018-12-17,2098,HEEL_PUMP,GRAY,NBPU,1
2018-12-24,2883,HEEL_PUMP,GRAY,NBPU,3
2018-12-31,434,HEEL_PUMP,GRAY,NBPU,2
2019-01-07,117,HEEL_PUMP,GRAY,NBPU,1
2019-01-14,396,HEEL_PUMP,GRAY,NBPU,1
2019-01-21,217,HEEL_PUMP,GRAY,NBPU,3
2019-01-28,267,HEEL_PUMP,GRAY,NBPU,1
2019-02-04,217,HEEL_PUMP,GRAY,NBPU,3
2019-02-11,471,HEEL_PUMP,GRAY,NBPU,1
2019-02-18,1996,HEEL_PUMP,GRAY,NBPU,1
2019-02-25,1131,HEEL_PUMP,GRAY,NBPU,2
2019-03-04,159,HEEL_PUMP,GRAY,NBPU,3
2019-03-11,696,HEEL_PUMP,GRAY,NBPU,3
2019-03-18,780,HEEL_PUMP,GRAY,NBPU,2
2019-03-25,334,HEEL_PUMP,GRAY,NBPU,3
2019-04-01,454,HEEL_PUMP,GRAY,NBPU,1
2019-04-08,117,HEEL_PUMP,GRAY,NBPU,2
2019-04-15,627,HEEL_PUMP,GRAY,NBPU,2
2019-04-22,730,HEEL_PUMP,GRAY,NBPU,2
2019-05-06,701,HEEL_PUMP,GRAY,NBPU,2
2019-05-13,351,HEEL_PUMP,GRAY,NBPU,3
2019-05-20,865,HEEL_PUMP,GRAY,NBPU,1
2019-05-27,491,HEEL_PUMP,GRAY,NBPU,1
2019-06-03,566,HEEL_PUMP,GRAY,NBPU,2
2019-06-17,267,HEEL_PUMP,GRAY,NBPU,1
2019-08-05,524,HEEL_PUMP,GRAY,NBPU,1
2019-08-12,519,HEEL_PUMP,GRAY,NBPU,1
2019-08-19,490,HEEL_PUMP,GRAY,NBPU,1
2019-08-26,913,HEEL_PUMP,GRAY,NBPU,2
2019-09-02,117,HEEL_PUMP,GRAY,NBPU,3
2019-09-09,786,HEEL_PUMP,GRAY,NBPU,1
2019-09-16,988,HEEL_PUMP,GRAY,NBPU,2
2019-09-23,762,HEEL_PUMP,GRAY,NBPU,3
2019-09-30,256,HEEL_PUMP,GRAY,NBPU,2
2019-10-07,832,HEEL_PUMP,GRAY,NBPU,3
2019-10-14,771,HEEL_PUMP,GRAY,NBPU,2
2019-10-21,494,HEEL_PUMP,GRAY,NBPU,3
2019-10-28,1559,HEEL_PUMP,GRAY,NBPU,3
2019-11-04,1188,HEEL_PUMP,GRAY,NBPU,2
2019-11-11,2443,HEEL_PUMP,GRAY,NBPU,1
2019-11-18,953,HEEL_PUMP,GRAY,NBPU,3
2019-11-25,3033,HEEL_PUMP,GRAY,NBPU,1
2019-12-02,3306,HEEL_PUMP,GRAY,NBPU,3
2019-12-09,1951,HEEL_PUMP,GRAY,NBPU,2
2019-12-16,2672,HEEL_PUMP,GRAY,NBPU,1
2019-12-23,6445,HEEL_PUMP,GRAY,NBPU,2
2019-12-30,1744,HEEL_PUMP,GRAY,NBPU,3
2020-01-06,1291,HEEL_PUMP,GRAY,NBPU,2
2020-01-20,456,HEEL_PUMP,GRAY,NBPU,3
2020-01-27,1008,HEEL_PUMP,GRAY,NBPU,2
2020-02-03,137,HEEL_PUMP,GRAY,NBPU,3
2020-02-10,881,HEEL_PUMP,GRAY,NBPU,3
2020-02-17,1047,HEEL_PUMP,GRAY,NBPU,2
2020-02-24,2305,HEEL_PUMP,GRAY,NBPU,2
2020-03-02,2166,HEEL_PUMP,GRAY,NBPU,2
2020-03-09,1573,HEEL_PUMP,GRAY,NBPU,1
2020-03-16,1674,HEEL_PUMP,GRAY,NBPU,1
2020-03-23,223,HEEL_PUMP,GRAY,NBPU,1
2020-03-30,1651,HEEL_PUMP,GRAY,NBPU,1
2020-04-06,1593,HEEL_PUMP,GRAY,NBPU,1
2020-04-13,249,HEEL_PUMP,GRAY,NBPU,1
2020-04-20,505,HEEL_PUMP,GRAY,NBPU,3
2020-04-27,404,HEEL_PUMP,GRAY,NBPU,2
2020-05-04,1193,HEEL_PUMP,GRAY,NBPU,3
2020-05-11,761,HEEL_PUMP,GRAY,NBPU,1
2020-05-18,1301,HEEL_PUMP,GRAY,NBPU,1
2020-05-25,1501,HEEL_PUMP,GRAY,NBPU,3
2020-06-01,297,HEEL_PUMP,GRAY,NBPU,3
2020-06-08,1141,HEEL_PUMP,GRAY,NBPU,2
2020-06-15,587,HEEL_PUMP,GRAY,NBPU,3
2020-06-22,653,HEEL_PUMP,GRAY,NBPU,1
2020-06-29,499,HEEL_PUMP,GRAY,NBPU,3
2020-07-06,359,HEEL_PUMP,GRAY,NBPU,3
2020-07-13,247,HEEL_PUMP,GRAY,NBPU,1
2020-07-20,504,HEEL_PUMP,GRAY,NBPU,3
2020-07-27,367,HEEL_PUMP,GRAY,NBPU,2
2020-08-03,568,HEEL_PUMP,GRAY,NBPU,3
2020-08-10,796,HEEL_PUMP,GRAY,NBPU,3
2020-08-17,466,HEEL_PUMP,GRAY,NBPU,2
2020-08-31,1531,HEEL_PUMP,GRAY,NBPU,1
2020-09-07,1558,HEEL_PUMP,GRAY,NBPU,2
2020-09-14,724,HEEL_PUMP,GRAY,NBPU,3
2020-09-21,1101,HEEL_PUMP,GRAY,NBPU,1
2020-09-28,2672,HEEL_PUMP,GRAY,NBPU,1
2020-10-05,1361,HEEL_PUMP,GRAY,NBPU,2
2020-10-12,2657,HEEL_PUMP,GRAY,NBPU,3
2020-10-19,784,HEEL_PUMP,GRAY,NBPU,1
2020-10-26,3341,HEEL_PUMP,GRAY,NBPU,1
2018-02-05,11501,HEEL_PUMP,GRAY,PU,3
2018-02-12,16139,HEEL_PUMP,GRAY,PU,3
2018-02-19,16736,HEEL_PUMP,GRAY,PU,3
2018-02-26,16245,HEEL_PUMP,GRAY,PU,3
2018-03-05,16445,HEEL_PUMP,GRAY,PU,1
2018-03-12,13267,HEEL_PUMP,GRAY,PU,3
2018-03-19,11201,HEEL_PUMP,GRAY,PU,3
2018-03-26,11310,HEEL_PUMP,GRAY,PU,2
2018-04-02,12755,HEEL_PUMP,GRAY,PU,2
2018-04-09,9267,HEEL_PUMP,GRAY,PU,2
2018-04-16,9964,HEEL_PUMP,GRAY,PU,1
2018-04-23,12738,HEEL_PUMP,GRAY,PU,1
2018-04-30,9093,HEEL_PUMP,GRAY,PU,2
2018-05-07,14878,HEEL_PUMP,GRAY,PU,1
2018-05-14,12803,HEEL_PUMP,GRAY,PU,2
2018-05-21,10502,HEEL_PUMP,GRAY,PU,1
2018-05-28,11711,HEEL_PUMP,GRAY,PU,2
2018-06-04,7291,HEEL_PUMP,GRAY,PU,2
2018-06-11,11594,HEEL_PUMP,GRAY,PU,1
2018-06-18,10764,HEEL_PUMP,GRAY,PU,3
2018-06-25,10498,HEEL_PUMP,GRAY,PU,3
2018-07-02,11393,HEEL_PUMP,GRAY,PU,2
2018-07-09,10287,HEEL_PUMP,GRAY,PU,3
2018-07-16,11928,HEEL_PUMP,GRAY,PU,3
2018-07-23,12416,HEEL_PUMP,GRAY,PU,3
2018-07-30,12104,HEEL_PUMP,GRAY,PU,3
2018-08-06,11454,HEEL_PUMP,GRAY,PU,1
2018-08-13,10074,HEEL_PUMP,GRAY,PU,2
2018-08-20,11546,HEEL_PUMP,GRAY,PU,1
2018-08-27,11259,HEEL_PUMP,GRAY,PU,1
2018-09-03,13015,HEEL_PUMP,GRAY,PU,2
2018-09-10,10138,HEEL_PUMP,GRAY,PU,3
2018-09-17,13938,HEEL_PUMP,GRAY,PU,3
2018-09-24,13060,HEEL_PUMP,GRAY,PU,3
2018-10-01,8377,HEEL_PUMP,GRAY,PU,2
2018-10-08,10103,HEEL_PUMP,GRAY,PU,1
2018-10-15,11173,HEEL_PUMP,GRAY,PU,2
2018-10-22,10345,HEEL_PUMP,GRAY,PU,3
2018-10-29,9369,HEEL_PUMP,GRAY,PU,1
2018-11-05,13601,HEEL_PUMP,GRAY,PU,2
2018-11-12,10234,HEEL_PUMP,GRAY,PU,1
2018-11-19,10675,HEEL_PUMP,GRAY,PU,3
2018-11-26,8981,HEEL_PUMP,GRAY,PU,2
2018-12-03,10253,HEEL_PUMP,GRAY,PU,3
2018-12-10,11294,HEEL_PUMP,GRAY,PU,2
2018-12-17,10481,HEEL_PUMP,GRAY,PU,3
2018-12-24,9354,HEEL_PUMP,GRAY,PU,1
2018-12-31,8386,HEEL_PUMP,GRAY,PU,1
2019-01-07,12627,HEEL_PUMP,GRAY,PU,2
2019-01-14,11691,HEEL_PUMP,GRAY,PU,3
2019-01-21,10377,HEEL_PUMP,GRAY,PU,3
2019-01-28,14081,HEEL_PUMP,GRAY,PU,1
2019-02-04,8956,HEEL_PUMP,GRAY,PU,3
2019-02-11,12977,HEEL_PUMP,GRAY,PU,1
2019-02-18,16600,HEEL_PUMP,GRAY,PU,1
2019-02-25,15992,HEEL_PUMP,GRAY,PU,2
2019-03-04,15083,HEEL_PUMP,GRAY,PU,1
2019-03-11,12279,HEEL_PUMP,GRAY,PU,3
2019-03-18,13603,HEEL_PUMP,GRAY,PU,2
2019-03-25,12846,HEEL_PUMP,GRAY,PU,3
2019-04-01,13167,HEEL_PUMP,GRAY,PU,2
2019-04-08,12761,HEEL_PUMP,GRAY,PU,3
2019-04-15,10451,HEEL_PUMP,GRAY,PU,3
2019-04-22,9266,HEEL_PUMP,GRAY,PU,2
2019-04-29,9203,HEEL_PUMP,GRAY,PU,3
2019-05-06,13008,HEEL_PUMP,GRAY,PU,3
2019-05-13,11749,HEEL_PUMP,GRAY,PU,2
2019-05-20,12269,HEEL_PUMP,GRAY,PU,3
2019-05-27,12403,HEEL_PUMP,GRAY,PU,1
2019-06-03,10410,HEEL_PUMP,GRAY,PU,2
2019-06-10,11447,HEEL_PUMP,GRAY,PU,2
2019-06-17,8879,HEEL_PUMP,GRAY,PU,3
2019-06-24,10370,HEEL_PUMP,GRAY,PU,3
2019-07-01,12148,HEEL_PUMP,GRAY,PU,3
2019-07-08,8995,HEEL_PUMP,GRAY,PU,1
2019-07-15,11921,HEEL_PUMP,GRAY,PU,1
2019-07-22,10128,HEEL_PUMP,GRAY,PU,1
2019-07-29,11816,HEEL_PUMP,GRAY,PU,3
2019-08-05,13557,HEEL_PUMP,GRAY,PU,1
2019-08-12,14666,HEEL_PUMP,GRAY,PU,2
2019-08-19,13037,HEEL_PUMP,GRAY,PU,1
2019-08-26,13517,HEEL_PUMP,GRAY,PU,3
2019-09-02,11004,HEEL_PUMP,GRAY,PU,3
2019-09-09,11075,HEEL_PUMP,GRAY,PU,1
2019-09-16,15443,HEEL_PUMP,GRAY,PU,2
2019-09-23,11592,HEEL_PUMP,GRAY,PU,3
2019-09-30,11336,HEEL_PUMP,GRAY,PU,3
2019-10-07,11999,HEEL_PUMP,GRAY,PU,2
2019-10-14,11314,HEEL_PUMP,GRAY,PU,1
2019-10-21,12499,HEEL_PUMP,GRAY,PU,1
2019-10-28,7365,HEEL_PUMP,GRAY,PU,2
2019-11-04,9810,HEEL_PUMP,GRAY,PU,3
2019-11-11,10003,HEEL_PUMP,GRAY,PU,2
2019-11-18,11526,HEEL_PUMP,GRAY,PU,2
2019-11-25,7722,HEEL_PUMP,GRAY,PU,1
2019-12-02,9186,HEEL_PUMP,GRAY,PU,2
2019-12-09,10631,HEEL_PUMP,GRAY,PU,2
2019-12-16,9266,HEEL_PUMP,GRAY,PU,3
2019-12-23,9082,HEEL_PUMP,GRAY,PU,1
2019-12-30,12877,HEEL_PUMP,GRAY,PU,1
2020-01-06,11945,HEEL_PUMP,GRAY,PU,3
2020-01-13,10809,HEEL_PUMP,GRAY,PU,1
2020-01-20,12530,HEEL_PUMP,GRAY,PU,1
2020-01-27,10203,HEEL_PUMP,GRAY,PU,1
2020-02-03,11516,HEEL_PUMP,GRAY,PU,1
2020-02-10,17190,HEEL_PUMP,GRAY,PU,3
2020-02-17,12154,HEEL_PUMP,GRAY,PU,3
2020-02-24,14533,HEEL_PUMP,GRAY,PU,2
2020-03-02,10141,HEEL_PUMP,GRAY,PU,2
2020-03-09,13304,HEEL_PUMP,GRAY,PU,2
2020-03-16,14200,HEEL_PUMP,GRAY,PU,2
2020-03-23,10766,HEEL_PUMP,GRAY,PU,3
2020-03-30,11176,HEEL_PUMP,GRAY,PU,3
2020-04-06,12892,HEEL_PUMP,GRAY,PU,1
2020-04-13,12122,HEEL_PUMP,GRAY,PU,1
2020-04-20,11005,HEEL_PUMP,GRAY,PU,2
2020-04-27,12973,HEEL_PUMP,GRAY,PU,2
2020-05-04,11313,HEEL_PUMP,GRAY,PU,2
2020-05-11,8709,HEEL_PUMP,GRAY,PU,1
2020-05-18,8477,HEEL_PUMP,GRAY,PU,1
2020-05-25,10486,HEEL_PUMP,GRAY,PU,3
2020-06-01,10810,HEEL_PUMP,GRAY,PU,3
2020-06-08,9398,HEEL_PUMP,GRAY,PU,1
2020-06-15,9529,HEEL_PUMP,GRAY,PU,3
2020-06-22,10268,HEEL_PUMP,GRAY,PU,2
2020-06-29,9842,HEEL_PUMP,GRAY,PU,1
2020-07-06,9142,HEEL_PUMP,GRAY,PU,3
2020-07-13,8269,HEEL_PUMP,GRAY,PU,1
2020-07-20,11500,HEEL_PUMP,GRAY,PU,2
2020-07-27,9556,HEEL_PUMP,GRAY,PU,2
2020-08-03,11140,HEEL_PUMP,GRAY,PU,1
2020-08-10,13369,HEEL_PUMP,GRAY,PU,1
2020-08-17,11468,HEEL_PUMP,GRAY,PU,1
2020-08-24,11500,HEEL_PUMP,GRAY,PU,1
2020-08-31,12065,HEEL_PUMP,GRAY,PU,2
2020-09-07,12632,HEEL_PUMP,GRAY,PU,1
2020-09-14,9414,HEEL_PUMP,GRAY,PU,1
2020-09-21,9011,HEEL_PUMP,GRAY,PU,2
2020-09-28,9590,HEEL_PUMP,GRAY,PU,3
2020-10-26,8775,HEEL_PUMP,GRAY,PU,1
2018-02-05,1,HEEL_PUMP,PURPLE,PU,1
2018-02-12,28,HEEL_PUMP,PURPLE,PU,2
2018-02-19,52,HEEL_PUMP,PURPLE,PU,2
2018-02-26,4,HEEL_PUMP,PURPLE,PU,1
2018-03-05,27,HEEL_PUMP,PURPLE,PU,1
2018-03-12,14,HEEL_PUMP,PURPLE,PU,2
2018-03-19,12,HEEL_PUMP,PURPLE,PU,1
2018-03-26,19,HEEL_PUMP,PURPLE,PU,2
2018-04-02,0,HEEL_PUMP,PURPLE,PU,2
2018-04-09,27,HEEL_PUMP,PURPLE,PU,2
2018-04-16,18,HEEL_PUMP,PURPLE,PU,2
2018-04-23,48,HEEL_PUMP,PURPLE,PU,3
2018-04-30,50,HEEL_PUMP,PURPLE,PU,2
2018-05-07,185,HEEL_PUMP,PURPLE,PU,3
2018-05-14,13,HEEL_PUMP,PURPLE,PU,1
2018-05-21,44,HEEL_PUMP,PURPLE,PU,3
2018-05-28,77,HEEL_PUMP,PURPLE,PU,2
2018-06-04,40,HEEL_PUMP,PURPLE,PU,3
2018-06-11,66,HEEL_PUMP,PURPLE,PU,1
2018-06-18,22,HEEL_PUMP,PURPLE,PU,3
2018-06-25,16,HEEL_PUMP,PURPLE,PU,3
2018-07-02,50,HEEL_PUMP,PURPLE,PU,2
2018-07-09,88,HEEL_PUMP,PURPLE,PU,2
2018-07-16,17,HEEL_PUMP,PURPLE,PU,3
2018-07-23,11,HEEL_PUMP,PURPLE,PU,3
2018-07-30,55,HEEL_PUMP,PURPLE,PU,2
2018-08-06,11,HEEL_PUMP,PURPLE,PU,1
2018-08-13,5,HEEL_PUMP,PURPLE,PU,3
2018-08-20,22,HEEL_PUMP,PURPLE,PU,2
2018-09-03,22,HEEL_PUMP,PURPLE,PU,2
2018-09-17,5,HEEL_PUMP,PURPLE,PU,2
2018-10-01,11,HEEL_PUMP,PURPLE,PU,1
2018-10-15,3,HEEL_PUMP,PURPLE,PU,1
2018-02-05,3508,HEEL_PUMP,WHITE,NBPU,3
2018-02-12,2728,HEEL_PUMP,WHITE,NBPU,2
2018-02-19,3356,HEEL_PUMP,WHITE,NBPU,3
2018-02-26,2287,HEEL_PUMP,WHITE,NBPU,1
2018-03-05,3212,HEEL_PUMP,WHITE,NBPU,2
2018-03-12,2492,HEEL_PUMP,WHITE,NBPU,2
2018-03-19,2947,HEEL_PUMP,WHITE,NBPU,3
2018-03-26,3336,HEEL_PUMP,WHITE,NBPU,3
2018-04-02,3168,HEEL_PUMP,WHITE,NBPU,2
2018-04-09,2978,HEEL_PUMP,WHITE,NBPU,2
2018-04-16,2426,HEEL_PUMP,WHITE,NBPU,1
2018-04-23,2742,HEEL_PUMP,WHITE,NBPU,1
2018-04-30,2625,HEEL_PUMP,WHITE,NBPU,3
2018-05-07,3792,HEEL_PUMP,WHITE,NBPU,1
2018-05-14,4205,HEEL_PUMP,WHITE,NBPU,1
2018-05-21,1839,HEEL_PUMP,WHITE,NBPU,2
2018-05-28,2085,HEEL_PUMP,WHITE,NBPU,2
2018-06-04,2174,HEEL_PUMP,WHITE,NBPU,1
2018-06-11,2411,HEEL_PUMP,WHITE,NBPU,1
2018-06-18,2205,HEEL_PUMP,WHITE,NBPU,2
2018-06-25,2401,HEEL_PUMP,WHITE,NBPU,1
2018-07-02,1708,HEEL_PUMP,WHITE,NBPU,1
2018-07-09,2462,HEEL_PUMP,WHITE,NBPU,2
2018-07-16,1992,HEEL_PUMP,WHITE,NBPU,3
2018-07-23,1781,HEEL_PUMP,WHITE,NBPU,2
2018-07-30,1683,HEEL_PUMP,WHITE,NBPU,3
2018-08-06,2339,HEEL_PUMP,WHITE,NBPU,1
2018-08-13,1862,HEEL_PUMP,WHITE,NBPU,2
2018-08-20,2343,HEEL_PUMP,WHITE,NBPU,3
2018-08-27,2257,HEEL_PUMP,WHITE,NBPU,1
2018-09-03,2750,HEEL_PUMP,WHITE,NBPU,2
2018-09-10,3551,HEEL_PUMP,WHITE,NBPU,1
2018-09-17,3103,HEEL_PUMP,WHITE,NBPU,3
2018-09-24,2943,HEEL_PUMP,WHITE,NBPU,1
2018-10-01,3300,HEEL_PUMP,WHITE,NBPU,3
2018-10-08,2996,HEEL_PUMP,WHITE,NBPU,3
2018-10-15,3405,HEEL_PUMP,WHITE,NBPU,1
2018-10-22,2645,HEEL_PUMP,WHITE,NBPU,3
2018-10-29,3181,HEEL_PUMP,WHITE,NBPU,1
2018-11-05,2995,HEEL_PUMP,WHITE,NBPU,2
2018-11-12,3055,HEEL_PUMP,WHITE,NBPU,2
2018-11-19,2131,HEEL_PUMP,WHITE,NBPU,1
2018-11-26,3385,HEEL_PUMP,WHITE,NBPU,2
2018-12-03,3781,HEEL_PUMP,WHITE,NBPU,1
2018-12-10,3524,HEEL_PUMP,WHITE,NBPU,3
2018-12-17,2935,HEEL_PUMP,WHITE,NBPU,3
2018-12-24,4192,HEEL_PUMP,WHITE,NBPU,1
2018-12-31,1403,HEEL_PUMP,WHITE,NBPU,3
2019-01-07,1862,HEEL_PUMP,WHITE,NBPU,1
2019-01-14,1528,HEEL_PUMP,WHITE,NBPU,1
2019-01-21,2141,HEEL_PUMP,WHITE,NBPU,1
2019-01-28,1636,HEEL_PUMP,WHITE,NBPU,1
2019-02-04,2321,HEEL_PUMP,WHITE,NBPU,1
2019-02-11,2124,HEEL_PUMP,WHITE,NBPU,3
2019-02-18,2805,HEEL_PUMP,WHITE,NBPU,2
2019-02-25,3861,HEEL_PUMP,WHITE,NBPU,1
2019-03-04,2712,HEEL_PUMP,WHITE,NBPU,2
2019-03-11,2291,HEEL_PUMP,WHITE,NBPU,2
2019-03-18,3008,HEEL_PUMP,WHITE,NBPU,3
2019-03-25,2299,HEEL_PUMP,WHITE,NBPU,2
2019-04-01,2502,HEEL_PUMP,WHITE,NBPU,1
2019-04-08,2497,HEEL_PUMP,WHITE,NBPU,1
2019-04-15,2231,HEEL_PUMP,WHITE,NBPU,2
2019-04-22,3059,HEEL_PUMP,WHITE,NBPU,1
2019-04-29,3181,HEEL_PUMP,WHITE,NBPU,1
2019-05-06,3146,HEEL_PUMP,WHITE,NBPU,1
2019-05-13,3455,HEEL_PUMP,WHITE,NBPU,2
2019-05-20,2276,HEEL_PUMP,WHITE,NBPU,2
2019-05-27,1974,HEEL_PUMP,WHITE,NBPU,1
2019-06-03,1956,HEEL_PUMP,WHITE,NBPU,1
2019-06-10,2180,HEEL_PUMP,WHITE,NBPU,3
2019-06-17,1218,HEEL_PUMP,WHITE,NBPU,2
2019-06-24,1766,HEEL_PUMP,WHITE,NBPU,1
2019-07-01,2260,HEEL_PUMP,WHITE,NBPU,1
2019-07-08,1435,HEEL_PUMP,WHITE,NBPU,2
2019-07-15,1867,HEEL_PUMP,WHITE,NBPU,1
2019-07-22,1431,HEEL_PUMP,WHITE,NBPU,2
2019-07-29,1248,HEEL_PUMP,WHITE,NBPU,1
2019-08-05,1253,HEEL_PUMP,WHITE,NBPU,2
2019-08-12,2572,HEEL_PUMP,WHITE,NBPU,1
2019-08-19,1645,HEEL_PUMP,WHITE,NBPU,1
2019-08-26,1712,HEEL_PUMP,WHITE,NBPU,1
2019-09-02,2063,HEEL_PUMP,WHITE,NBPU,1
2019-09-09,2333,HEEL_PUMP,WHITE,NBPU,3
2019-09-16,2653,HEEL_PUMP,WHITE,NBPU,1
2019-09-23,2149,HEEL_PUMP,WHITE,NBPU,2
2019-09-30,2430,HEEL_PUMP,WHITE,NBPU,3
2019-10-07,2461,HEEL_PUMP,WHITE,NBPU,2
2019-10-14,2422,HEEL_PUMP,WHITE,NBPU,1
2019-10-21,1976,HEEL_PUMP,WHITE,NBPU,3
2019-10-28,2030,HEEL_PUMP,WHITE,NBPU,1
2019-11-04,2317,HEEL_PUMP,WHITE,NBPU,1
2019-11-11,2157,HEEL_PUMP,WHITE,NBPU,3
2019-11-18,1703,HEEL_PUMP,WHITE,NBPU,3
2019-11-25,3139,HEEL_PUMP,WHITE,NBPU,1
2019-12-02,3409,HEEL_PUMP,WHITE,NBPU,1
2019-12-09,3175,HEEL_PUMP,WHITE,NBPU,1
2019-12-16,2654,HEEL_PUMP,WHITE,NBPU,1
2019-12-23,4013,HEEL_PUMP,WHITE,NBPU,3
2019-12-30,1879,HEEL_PUMP,WHITE,NBPU,3
2020-01-06,1466,HEEL_PUMP,WHITE,NBPU,1
2020-01-13,1407,HEEL_PUMP,WHITE,NBPU,1
2020-01-20,1519,HEEL_PUMP,WHITE,NBPU,1
2020-01-27,1888,HEEL_PUMP,WHITE,NBPU,1
2020-02-03,2632,HEEL_PUMP,WHITE,NBPU,2
2020-02-10,2542,HEEL_PUMP,WHITE,NBPU,2
2020-02-17,1786,HEEL_PUMP,WHITE,NBPU,3
2020-02-24,1771,HEEL_PUMP,WHITE,NBPU,2
2020-03-02,1786,HEEL_PUMP,WHITE,NBPU,1
2020-03-09,2056,HEEL_PUMP,WHITE,NBPU,3
2020-03-16,2007,HEEL_PUMP,WHITE,NBPU,2
2020-03-23,1272,HEEL_PUMP,WHITE,NBPU,1
2020-03-30,1391,HEEL_PUMP,WHITE,NBPU,1
2020-04-06,1904,HEEL_PUMP,WHITE,NBPU,1
2020-04-13,1789,HEEL_PUMP,WHITE,NBPU,3
2020-04-20,1797,HEEL_PUMP,WHITE,NBPU,1
2020-04-27,2099,HEEL_PUMP,WHITE,NBPU,1
2020-05-04,2172,HEEL_PUMP,WHITE,NBPU,2
2020-05-11,3267,HEEL_PUMP,WHITE,NBPU,2
2020-05-18,3216,HEEL_PUMP,WHITE,NBPU,3
2020-05-25,1800,HEEL_PUMP,WHITE,NBPU,1
2020-06-01,2205,HEEL_PUMP,WHITE,NBPU,1
2020-06-08,2115,HEEL_PUMP,WHITE,NBPU,1
2020-06-15,1756,HEEL_PUMP,WHITE,NBPU,2
2020-06-22,2025,HEEL_PUMP,WHITE,NBPU,3
2020-06-29,1514,HEEL_PUMP,WHITE,NBPU,3
2020-07-06,2377,HEEL_PUMP,WHITE,NBPU,1
2020-07-13,1449,HEEL_PUMP,WHITE,NBPU,3
2020-07-20,2028,HEEL_PUMP,WHITE,NBPU,2
2020-07-27,1922,HEEL_PUMP,WHITE,NBPU,2
2020-08-03,1638,HEEL_PUMP,WHITE,NBPU,3
2020-08-10,1342,HEEL_PUMP,WHITE,NBPU,2
2020-08-17,1923,HEEL_PUMP,WHITE,NBPU,3
2020-08-24,1690,HEEL_PUMP,WHITE,NBPU,3
2020-08-31,1950,HEEL_PUMP,WHITE,NBPU,2
2020-09-07,1902,HEEL_PUMP,WHITE,NBPU,1
2020-09-14,1830,HEEL_PUMP,WHITE,NBPU,2
2020-09-21,1759,HEEL_PUMP,WHITE,NBPU,2
2020-09-28,2169,HEEL_PUMP,WHITE,NBPU,2
2020-10-05,2373,HEEL_PUMP,WHITE,NBPU,2
2020-10-12,2028,HEEL_PUMP,WHITE,NBPU,3
2020-10-19,1634,HEEL_PUMP,WHITE,NBPU,3
2020-10-26,2530,HEEL_PUMP,WHITE,NBPU,1
2018-02-05,439,HEEL_PUMP,RED,NBPU,3
2018-02-12,383,HEEL_PUMP,RED,NBPU,2
2018-02-19,616,HEEL_PUMP,RED,NBPU,3
2018-02-26,209,HEEL_PUMP,RED,NBPU,2
2018-03-05,198,HEEL_PUMP,RED,NBPU,3
2018-03-12,239,HEEL_PUMP,RED,NBPU,1
2018-03-19,83,HEEL_PUMP,RED,NBPU,3
2018-03-26,180,HEEL_PUMP,RED,NBPU,1
2018-04-02,220,HEEL_PUMP,RED,NBPU,3
2018-04-09,175,HEEL_PUMP,RED,NBPU,2
2018-04-16,211,HEEL_PUMP,RED,NBPU,3
2018-04-23,88,HEEL_PUMP,RED,NBPU,1
2018-04-30,277,HEEL_PUMP,RED,NBPU,2
2018-05-07,233,HEEL_PUMP,RED,NBPU,2
2018-05-14,100,HEEL_PUMP,RED,NBPU,2
2018-05-21,96,HEEL_PUMP,RED,NBPU,1
2018-05-28,309,HEEL_PUMP,RED,NBPU,3
2018-06-04,266,HEEL_PUMP,RED,NBPU,1
2018-06-11,202,HEEL_PUMP,RED,NBPU,2
2018-06-18,221,HEEL_PUMP,RED,NBPU,2
2018-06-25,300,HEEL_PUMP,RED,NBPU,1
